id,accession_no_csv,object_work_type,title_text
b0e05122-dcf9-4a46-9303-2eeb5d68f0dc,2016-00564,newsletters newsletters,Chinese-language newsletter of Partai Rakyat  Chinese-language newsletter of Partai Rakyat
ed357f25-b4cb-4bcc-b94f-56a62c02033b,2016-00565,instructional materials instructional materials,"National Language Lessons, Standard One (??????) Malay instructional booklet in Mandarin titled National Language Lessons, Standard One (??????), published by the Institute of National Language and Culture  National Language Lessons, Standard One (??????) Malay instructional booklet in Mandarin titled National Language Lessons, Standard One (??????), published by the Institute of National Language and Culture"
c0807a36-4a96-43db-a85d-dcecb7e1600e,2016-00566,booklets booklets,"The Year of Decisions The Year of Decisions, a Mandarin booklet published by the Ministry of Culture The Year of Decisions The Year of Decisions, a Mandarin booklet published by the Ministry of Culture"
ccb814b4-60e9-431c-b6e9-4aab9f09a58d,2016-00567,booklets booklets,"The Government’s Usage of Public Funds The Government’s Usage of Public Funds, a Mandarin booklet published by the Ministry of Culture The Government’s Usage of Public Funds The Government’s Usage of Public Funds, a Mandarin booklet published by the Ministry of Culture"
f1785e5d-5f46-4094-b584-91d397911582,2016-00568,ointment vessels leaflets (printed works) packaging  black-and-white photographs photographs ointment vessels leaflets (printed works) packaging  black-and-white photographs photographs,Bottle of Tiger Oil with packaging box and photograph of three patrons to Tiger Balm Gardens Bottle of Tiger Oil with packaging box and photograph of three patrons to Tiger Balm Gardens
955a4275-5e96-4154-a07b-a572d7ec4965,2016-00568-001,ointment vessels ointment vessels,Bottle of Tiger Oil Bottle of Tiger Oil with packaging box and photograph of three patrons to Tiger Balm Gardens Bottle of Tiger Oil Bottle of Tiger Oil with packaging box and photograph of three patrons to Tiger Balm Gardens
c59b2086-d48d-445d-9e81-61df55ac1c5a,2016-00568-002,leaflets (printed works) leaflets (printed works),Informational leaflet on Tiger Oil Bottle of Tiger Oil with packaging box and photograph of three patrons to Tiger Balm Gardens Informational leaflet on Tiger Oil Bottle of Tiger Oil with packaging box and photograph of three patrons to Tiger Balm Gardens
25ec73ab-db8a-447e-90f2-ed101adc5e0b,2016-00568-003,packaging  packaging,Tiger Oil packaging box Bottle of Tiger Oil with packaging box and photograph of three patrons to Tiger Balm Gardens Tiger Oil packaging box Bottle of Tiger Oil with packaging box and photograph of three patrons to Tiger Balm Gardens
4a0d0657-9e0b-4dfd-9780-8a1863c56fee,2016-00568-004,black-and-white photographs photographs black-and-white photographs photographs,"Photograph of three patrons to Tiger Balm Gardens
 Bottle of Tiger Oil with packaging box and photograph of three patrons to Tiger Balm Gardens Photograph of three patrons to Tiger Balm Gardens
 Bottle of Tiger Oil with packaging box and photograph of three patrons to Tiger Balm Gardens"
79b79074-c3cf-4cd2-9e95-5b7928908efe,2016-00569,ointment vessels leaflets (printed works) packaging  black-and-white photographs photographs boxes (containers) ointment vessels leaflets (printed works) packaging  black-and-white photographs photographs boxes (containers),Bottles of Tiger Oil in paper packaging and in a paper box Bottle of Tiger Oil in paper packaging Bottles of Tiger Oil in paper packaging and in a paper box Bottle of Tiger Oil in paper packaging
dd0afbff-fa7f-42cd-a2ff-6fe2fe19ae7f,2016-00570,matchboxes matchboxes,Malaysia Airways matchboxes (set of 8) Malaysia Airways matchboxes (set of 8)
9e8ecd26-5476-494d-b86d-8bc70375460c,2016-00571,boxes (containers) boxes (containers),"Box used to store frozen headless prawns Box used to store frozen headless prawns, a product of Singapore Frozen Food Co. Ltd.  Box used to store frozen headless prawns Box used to store frozen headless prawns, a product of Singapore Frozen Food Co. Ltd."
90ffcd97-c5df-4b1e-bc82-d78536bfd8ee,2016-00576,sheaths (cases) fasteners,WWII British Army bayonet frog
671b8a59-26b2-4a26-a9b9-4f3315a57ad1,2016-00577,puttees,WWII British Army puttees
432f8bc4-7cf3-4a75-a14e-e4c3aa96251f,2016-00582,buttons (fasteners) sewing kits,WWII British Army personal kit
159151ef-761a-4854-a55d-e38ecc67e82f,2016-00583,hand tools,Tools used for picking up rice sacks
1ca26b77-ba84-4c9b-8109-042b93750bbc,2016-00585,pestles,Pestle Chinese stoneware pestle
8e1d6bbd-afe2-4263-b7d6-7612fb930e25,2016-00586,mortars (grinding tools),Mortar Chinese stoneware mortar
edd98463-fb46-410c-9ead-358701c867af,2016-00587,"",""
9c2fc8bb-96ce-4ffd-8ed3-8075124489ce,2016-00588,crosses (visual works),Bishop's Cross with bag Bishop's Cross
048cfb99-d6b9-4d97-a88a-8baa94f179a5,2016-00589,ritual objects,"Syrian Christian Ritual Vessels (Paten, Chalice and Censer) and a rosary Syrian Christian Ritual Vessels (Paten, Chalice and Censer)"
b80a3089-e1fc-4957-b0d6-aed9defd66e8,2016-00590,cassocks (liturgical costume) belts (costume accessories),Priest's Cassock with black rope belt
e7e1cb8d-8725-4540-b1b2-1b2df8bea98b,2016-00591,vestments,Priest's Vestments
ee6a54dc-c48f-4372-aab4-8fa0b7d8c016,2016-00592,black-and-white photographs,Selvi Gopalakrishnan at 9 years old
1d4e5b32-20b9-46c9-962f-7ceb89aaa640,2016-00593,black-and-white photographs,"Shanmuga Vadivu, Marimuthu, Krishnaveni and Vasantha (seated)"
f5849deb-3f91-426c-a78e-1c27db81be6d,2016-00594,black-and-white photographs,"Marimuthu, Vasantha  with two friends and Shanmuga Vadivu Marimuthu (standing, far most left), Vasantha (seated, far most left) with two friends and Shanmuga Vadivu (standing, far most right)"
694b63da-c544-46c5-b5a5-27e601003295,2016-00595,black-and-white photographs,Pandit Nehru’s visit to Singapore for the opening of the Mahatma Gandhi memorial hall
f64edb87-49f4-41e7-8bdb-4b5c90ab41f9,2016-00596,black-and-white photographs,"Mrs Marimuthu, Mr S Gopalakrishnan and their son, Selva   Gopalakrishnan"
95c491df-9d06-4dd4-8cba-d89d3509c546,2016-00597,black-and-white photographs,"Mrs Marimuthu, Mr S Gopalakrishnan and their son, Selva   Gopalakrishnan (3 years old)"
b84e64c9-aa06-4ba8-964d-6fd543a41c96,2016-00598,black-and-white photographs,"Mrs Marimuthu, Mr S Gopalakrishnan,  their son, Selva   Gopalakrishnan and  daughter Selvi Gopalakrishnan (2 years old)"
b9c3f1b4-ebe2-4c63-b0f0-9d393306c958,2016-00599,certificates,"Certificate presented to S Gopalakrishnan (Compositor) in recognition of fifteen years dedicated service with No.2 aeronautical documents unit, Far East  Air Force"
371e3887-36cc-46c3-8687-1df6af47cccb,2016-00600,black-and-white photographs,S Gopalakrishnan receiving the certificate presented by the Far East  Air Force
9c6a3fdf-7fb4-4d73-8074-14a98438aaf3,2016-00601,certificates,Far East  Air Force certificate of service awarded to S Gopalakrishnan for service from 26 November 1954 to 31 Janury 1970
ae302db6-2ddd-49d1-9a31-f317b137ddab,2016-00602,black-and-white photographs,Wedding of S Gopalakrishnan and Marimuthu Ammal Wedding photograph of S Gopalakrishnan and Marimuthu Ammal
67459713-f102-4a68-a3ed-a32f08cc6108,2016-00603,black-and-white photographs,S Gopalakrishnan with the employees of the Far East Air Force (outside the grounds)
f950dd5c-0a52-45a7-a148-306162af35eb,2016-00604,black-and-white photographs,S Gopalakrishnan with the employees of the Far East Air Force (inside the grounds)
e17cfa8c-963c-4c8e-bfe2-7349714907f6,2016-00605,black-and-white photographs,S Gopalakrishnan teaching violin lessons to his students at the Singapore Malayalee Association at Race Course Road
f82c7cdf-6e8e-48bb-a4eb-5cbf7da1cb0b,2016-00606,black-and-white photographs,"MV Gurusamy, Pandit Ramalingam and his son and S Gopalakrishnan Promotional shot of MV Gurusamy, Pandit Ramalingam and his son and S Gopalakrishnan"
b3a61ab9-bb43-453c-a102-d78513298010,2016-00607,black-and-white photographs,S Gopalakrishnan at a performance at Victoria Theatre
6462712a-4dc5-4207-8e93-c488574473d8,2016-00608,black-and-white photographs,MV Gurusamy and S Gopalakrishnan with his daughter Selvi (7 years old) singing at the Tank Road Temple
dc96f726-c70e-41bd-ab3f-0f8f27ca3bf8,2016-00609,black-and-white photographs colour photographs,Photographs of  performances at Tank Road temple 4 photographs of  performances at Tank Road temple
c3f98ba8-7760-4987-ae1b-6e65419f59a7,2016-00609-001,black-and-white photographs,Performance at Tank Road temple #1 4 photographs of  performances at Tank Road temple
3cd6d14b-bb22-4058-8742-ae360f120711,2016-00609-002,black-and-white photographs,Performance at Tank Road temple #2 4 photographs of  performances at Tank Road temple
dbb84a76-7ce7-4514-ba16-ee21310feb5b,2016-00609-003,colour photographs,Performance at Tank Road temple #3 4 photographs of  performances at Tank Road temple
8d58e2a8-4a08-419f-84cb-c95742dfc06f,2016-00609-004,colour photographs,Performance at Tank Road temple #4 4 photographs of  performances at Tank Road temple
e9781fdd-260e-42d9-b378-53b48e910be8,2016-00610,black-and-white photographs colour photographs,Performances at Veeramakaliamman Temple 2 photographs of  performances at Veeramakaliamman Temple
1b1cc9d1-71f7-4130-9641-332500b72b92,2016-00610-001,black-and-white photographs,Performances at Veeramakaliamman Temple #1 2 photographs of  performances at Veeramakaliamman Temple
b5b8fade-236f-470b-b296-6d665db031e2,2016-00610-002,colour photographs,Performances at Veeramakaliamman Temple #2 2 photographs of  performances at Veeramakaliamman Temple
a5477953-edc1-42d4-bbbe-3a2e04052bd8,2016-00611,black-and-white photographs,"MV Gurusamy, Pandit Ramalingam and S Gopalakrishnan with daughter Selvi singing at the Tank Road Temple"
794741ac-d892-4e35-8885-93efe120c547,2016-00612,colour photographs,S Gopalakrishnan singing at various temple performances 4 photographs of S Gopalakrishnan singing at various temple performances
aebc1cde-d254-4b22-b84e-45f520592232,2016-00612-001,colour photographs,S Gopalakrishnan singing at various temple performances #1 4 photographs of S Gopalakrishnan singing at various temple performances
e6fcc576-301d-4eb2-bb03-f98c978c43b6,2016-00612-002,colour photographs,S Gopalakrishnan singing at various temple performances #2 4 photographs of S Gopalakrishnan singing at various temple performances
6d9008e7-3e76-4feb-80f6-dbdc75068ec5,2016-00612-003,colour photographs,S Gopalakrishnan singing at various temple performances #3 4 photographs of S Gopalakrishnan singing at various temple performances
4e69d4c1-807e-4cb3-8228-f747cba391d5,2016-00612-004,colour photographs,S Gopalakrishnan singing at various temple performances #4 4 photographs of S Gopalakrishnan singing at various temple performances
463cef6a-941f-4417-b728-e83891e0845e,2016-00613,colour photographs,S Gopalakrishnan playing the violin at Tank Road Temple (80 years old)
466787f5-a0cb-4aa1-a43c-dab4a6cd9de2,2016-00614,receipts (financial records),Receipt for the purchase of the violin belonging to S Gopalakrishnan
aafe79cc-7b75-4359-a3b7-df4d382d1934,2016-00615,saris (garments),"Wedding sari and blouse belonging to Mrs Marimuthu Ammal, purchased at the P Govindasamy Pillai store"
60c3e3ae-d402-4ea7-a05e-78130e313c80,2016-00616,notes,Congratulatory wishes for the wedding of S Gopalakrishnan and Marimuthu Ammal
2550b742-03ec-4932-8e5a-afb1b3abc98e,2016-00617,invitations,Tamil Reform Wedding invitation of S Gopalakrishnan and Marimuthu Ammal
073cc710-8075-4215-8cc4-1b06aa093315,2016-00618,marriage certificates,Wedding certificate of S Gopalakrishnan and Marimuthu Ammal
796747d1-3803-43f6-bd57-3cdaf2af78ab,2016-00619,marriage certificates,Wedding certificate of Sadaram and Shanmuga Vadivu
0fd1ada5-d1c6-4153-a6b8-afa87f04b892,2016-00620,black-and-white photographs,Krishnasamy and Malaiammal Krishnasamy and Malaiammal (wearing sarong)
3a147c33-d8d2-490b-a6c7-89cf128b40f9,2016-00621,black-and-white photographs,Wedding of Krishnasamy and Malaiammal Wedding photograph of Krishnasamy and Malaiammal
de3959d1-0e0e-4002-9422-70799ca154c5,2016-00622,black-and-white photographs,"Krishnasamy and Malaiammal with their child, Kaliappan Photograph of Krishnasamy and Malaiammal with their child, Kaliappan"
21175008-9a8d-4810-9b43-2e39fd653f41,2016-00623,black-and-white photographs,"Rengasamy Malaiammal, P Letchimi and Meena Photograph of Rengasamy Malaiammal, P Letchimi and Meena"
964c7b04-8f9d-4391-9942-4b40dcf93a7b,2016-00624,invitations,"Wedding invitation of Krishnasamy and Malaiammal at Sri Krishnan Temple, Waterloo Street"
91c88d8b-4ca3-44b2-be18-412f8bdf44f4,2016-00625,birth certificates,Certificate of Extract from registrar of births of Kaliappan s/o Krishnasamy at Kandang Kerbau Hospital
5f290689-40b4-4e42-a445-436d89c518ed,2016-00626,certificates,Certificate of Service issued to Kaliappan s/o Krishnasamy
d2787a50-02e1-4938-88b5-59095d8dde30,2016-00627,birth certificates,Registration of birth of Kaliappan s/o Krishnasamy (Duplicate copy)
76050259-2260-44e1-ad8b-5de4fa6c28e4,2016-00629,certificates,General certificate of Education of Kaliappan s/o Krishnasamy
3e4c4a13-0c8e-494a-a1e8-dddfac17a029,2016-00630,certificates,General Certificate of Education of Kaliappan s/o Krishnasamy General Certificate of Education (GCE) of Kaliappan s/o Krishnasamy
9b225787-51df-4fb9-9b4d-e392ec643bc7,2016-00631,certificates,Letter of certification of Kaliappan s/o Krishnasamy
edbd0b63-f5ed-4e31-9b9f-e2c72ba61b18,2016-00632,invitations,Wedding invitation of Velautham Rengasamy and Davamani Krishnasamy
bc30d003-957a-4fac-a471-01e7506057a4,2016-00633,invitations,Ear-boring ceremony of Ravindran s/o Krishnasamy
17156c6f-6a2f-49a7-ae45-c25de6edac42,2016-00634,passports,Mr Krishnasamy s/o Anthiyapan (C035646) British passport of Mr Krishnasamy s/o Anthiyapan (C035646)
defcdf9a-3ec6-4fd6-965b-c5faf9c9ba65,2016-00635,divination objects,"Horoscope chart of Ravindran s/o Krishnasamy, drawn by astrologer NPK Rajamanickam"
861e22f4-afd9-44f9-858e-c4a8e63a9ce7,"2016-00636

(no image)","",Table screen
f79efb4a-addb-4b24-862b-623457b061f6,2016-00637,lamps (lighting devices) ceramic ware (visual works),Lamp Chinese ceramic lamp
41506e5e-5cb1-4563-9cae-c8766a38da4f,2016-00639,folk costume womenswear,Silk baju panjang with peony motifs
445e0904-fbd7-4431-a740-40f50637c498,2016-00640,folk costume womenswear,Silk baju panjang with hibiscus motifs
79b47193-4f0b-40b7-9f2b-16a49bfce53d,2016-00641,necklaces,Chitty Melaka Necklace
0ca20a14-2b7a-4146-b8f8-91bb35d4f653,2016-00644,telephones,Coinafon – Orange Public Phone
ba970259-d5b4-443d-8fc9-e1a5575b503a,2016-00645,beepers,Motorola Jazz pager
3459ef51-a0df-4d18-8da0-e85b0cc8ebd5,2016-00646,draperies (curtains),A pair of hangings Embroided hangings
c8bc69dd-7538-495b-87a1-203b9f8e78a9,2016-00647,altar cloths batik art,Altar cloth: Dewi Cina Bian Cai Tian goddess Altar cloth with Dewi Cina Bian Cai Tian goddess motif
d9b4b56a-a87b-4c41-9254-f74789a5ae27,2016-00648,folk costume batik art,Kain panjang (hip wrapper)
87d926a7-9987-4510-8983-a1d59973a355,2016-00649,sarongs batik art,Sarong kecil (young girl’s skirt cloth)
6b8f6d22-6fcf-48a4-a6c3-d3e371e1ece6,2016-00650,pajamas batik art,Celanda batik tulis (man’s pyjama pants)
dcf20ab2-849c-4b92-90b3-7410e7b133cc,2016-00651,sarongs batik art,Sarong batik tulis gerus (woman’s skirt cloth)
f7ce6d8b-29d0-4424-abbd-a010d04dc572,2016-00652,settees (multiple-seating furniture),Dutch colonial settee
622258c7-db10-44f4-83b1-25609789159d,2016-00653,developing  tanks,35mm developing tank
25ea5362-8a35-45b8-bf88-d691f5b0827a,2016-00653 - 2016-00671,photographic equipment projectors (image projectors),"Darkroom, photographic accessories, and film equipment used by The Picture Farm"
5b0ba0c4-9238-4412-a3d6-59f43ba5c4f7,2016-00654,developing  tanks film reels,35mm developing tank with two reels
0d13247c-6199-4e57-b62f-3b59227da6b4,2016-00655,developing  tanks film reels,Photax 35mm developing tank with a reel
337cb7d5-397a-4fa1-8ec3-cc9f5da5e323,2016-00656,graduates,36-ounce measuring graduate 36-ounce measuring graduate used for mixing the developer
337ec7bd-bb0f-4852-a077-6e0a514a9da2,2016-00657,graduates,36-ounce measuring graduate 36-ounce measuring graduate used for mixing the stop bath
dfedea00-85e0-494b-90f4-5f2b13fb0f1e,2016-00658,developing  tanks,35mm developing tank
d65bb728-a839-4e4a-8ddf-924f022fdbdb,2016-00659,graduates,35-ounce measuring graduate 35-ounce measuring graduate used for mixing the stop bath
4c0e97aa-adbe-4a0f-aa19-f9369d89f605,2016-00660,tongs (devices),Print tong
a6b75c9f-f3a0-4f9d-a697-e7bc497b9a6e,2016-00661,squeegees,Film squeegees A set of film squeegees
2685d6d3-6285-4784-85e9-9f8f57ed735c,2016-00662,squeegees,Konica film squeegees A pair of Konica film squeegees
